text_len,word_count,title_len,keyword_hits,n_scripts,n_images,n_forms,n_inputs,n_iframes,has_password_field,has_submit_field,has_email_field,n_links,n_external_links,external_link_ratio,url,final_url,label,y_true,y_pred,etype
2828,442,35,1,1,24,0,1,0,0,1,0,58,2,0.0344827586206896,https://sansita0704.github.io/amazon-clone/,https://sansita0704.github.io/amazon-clone/,1,1,0,FN
0,0,50,0,3,1,0,0,0,0,0,0,0,0,0.0,http://kukohinlogon.webflow.io/,https://kukohinlogon.webflow.io/,1,1,0,FN
582,79,7,0,10,52,0,0,0,0,0,0,0,0,0.0,https://netflix-clone-2r50aerpr-eliasvasquesalcantara.vercel.app/,https://netflix-clone-2r50aerpr-eliasvasquesalcantara.vercel.app/,1,1,0,FN
4073,598,65,4,1,1,0,0,0,0,0,0,1,0,0.0,https://info-trezrwallet.vercel.app/,https://info-trezrwallet.vercel.app/,1,1,0,FN
0,0,11,0,1,1,0,0,1,0,0,0,0,0,0.0,http://kerryglow.info/,http://kerryglow.info/,1,1,0,FN
58712,2167,0,0,0,0,0,0,0,0,0,0,0,0,0.0,https://mistralkorea.ru/wp-includes/widgets/class-wp-widget-index.html,https://mistralkorea.ru/wp-includes/widgets/class-wp-widget-index.html,1,1,0,FN
66,10,12,0,0,0,0,0,0,0,0,0,1,1,1.0,http://165.73.81.241:9808/,http://165.73.81.241:9808/,1,1,0,FN
1563,249,50,0,24,18,1,4,1,0,1,1,71,63,0.8873239436619719,http://112.220.72.117/,http://112.220.72.117/,1,1,0,FN
4000,488,37,0,0,1,0,0,0,0,0,0,3,2,0.6666666666666666,http://164.160.41.10/,http://164.160.41.10/,1,1,0,FN
0,0,10,0,1,0,0,0,0,0,0,0,0,0,0.0,https://contentmentfairnesspesky.com/6bf6fb9def8a33f5a58067f1e72ea62e/invoke.js,https://contentmentfairnesspesky.com/6bf6fb9def8a33f5a58067f1e72ea62e/invoke.js,1,1,0,FN
0,0,10,0,1,0,0,0,0,0,0,0,0,0,0.0,https://contentmentfairnesspesky.com/54/66/ea/5466ea04d7d3b8b726b1288f75403510.js,https://contentmentfairnesspesky.com/54/66/ea/5466ea04d7d3b8b726b1288f75403510.js,1,1,0,FN
5804,926,69,0,34,47,2,24,0,0,1,1,34,4,0.1176470588235294,https://adclick.g.doubleclick.net/pcs/click?adurl=//higreens.co.in,https://higreens.co.in,1,1,0,FN
6964,907,68,1,21,27,1,4,2,0,1,0,31,13,0.4193548387096774,https://adclick.g.doubleclick.net/pcs/click?adurl=https://wegrowcoaching.com/,https://neraka33.it.com/,1,1,0,FN
224,5,11,0,1,0,0,0,0,0,0,0,0,0,0.0,https://tanscarattorneys.co.tz/rter/,https://tanscarattorneys.co.tz/rter/,1,1,0,FN
0,0,46,0,2,0,0,0,0,0,0,0,0,0,0.0,https://swiftfusion.tech/cor/cor.js,https://swiftfusion.tech/cor/cor.js,1,1,0,FN
5386,886,39,4,17,17,3,5,1,0,1,0,63,0,0.0,https://riderspin.com/scarica/,https://www.hugedomains.com/domain_profile.cfm?d=riderspin.com,1,1,0,FN
1136,177,38,0,1,7,0,0,0,0,0,0,12,2,0.1666666666666666,https://records.dennisign.se/connect/,https://closed.loopia.com,1,1,0,FN
33,8,9,0,5,0,0,0,0,0,0,0,1,0,0.0,https://acms.saleseos.com/src/js/scripts/gallery/photo-swipe/retraction.php,https://acms.saleseos.com/src/js/scripts/gallery/photo-swipe/retraction.php,1,1,0,FN
0,0,14,0,1,0,0,0,0,0,0,0,0,0,0.0,https://km.tradeforexcopier.com/user/surgery.php,https://km.tradeforexcopier.com/user/surgery.php,1,1,0,FN
0,0,14,0,1,0,0,0,0,0,0,0,0,0,0.0,https://bridgeroad.maverickpreviews.com/whacked.php,https://bridgeroad.maverickpreviews.com/whacked.php,1,1,0,FN
0,0,14,0,1,0,0,0,0,0,0,0,0,0,0.0,https://bridgeroad.maverickpreviews.com/unplug.php,https://bridgeroad.maverickpreviews.com/unplug.php,1,1,0,FN
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,http://attach.mail.daum.net/bigfile/v1/urls/d/4QnWTDd-4XsuUy1XlRMzcibqJfU/IHdzYO55cuS7ds4lmMKxpA,http://attach.mail.daum.net/bigfile/v1/urls/d/4QnWTDd-4XsuUy1XlRMzcibqJfU/IHdzYO55cuS7ds4lmMKxpA,1,1,0,FN
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,http://allegro.39238127g340.cyou/,https://allegro.39238127g340.cyou/,1,1,0,FN
551,94,8,2,5,1,1,1,0,0,1,0,1,0,0.0,https://myweb3metwallet.com/,https://myweb3metwallet.com/us/,1,1,0,FN
0,0,58,0,3,1,0,0,0,0,0,0,1,1,1.0,https://metaameklogin.webflow.io/,https://metaameklogin.webflow.io/,1,1,0,FN
3432,483,23,3,37,1,0,0,0,0,0,0,2,2,1.0,https://atiomic-ex.zapier.app/en-us,https://atiomic-ex.zapier.app/en-us,1,1,0,FN
181,29,40,1,6,1,1,5,0,0,1,1,0,0,0.0,https://gestion-du-compte-office-365.webflow.io/,https://gestion-du-compte-office-365.webflow.io/,1,1,0,FN
525,89,16,1,26,2,1,12,0,0,1,0,4,0,0.0,https://petsfreegold.weebly.com/,https://petsfreegold.weebly.com/,1,1,0,FN
86,16,0,0,2,0,0,0,0,0,0,0,0,0,0.0,http://app.pontosprime.biz/,http://app.pontosprime.biz/,1,1,0,FN
82,17,7,1,3,1,1,2,0,1,1,0,0,0,0.0,https://ipfs.io/ipfs/bafkreiegwvamwqyo55pjgn6a6lyq47mhydjckgf3or53gynt6vzvbal6p4,https://ipfs.io/ipfs/bafkreiegwvamwqyo55pjgn6a6lyq47mhydjckgf3or53gynt6vzvbal6p4,1,1,0,FN
82,17,7,1,3,1,1,2,0,1,1,0,0,0,0.0,https://ipfs.io/ipfs/bafkreibfvywky24gtqz3gq3eycrcl33dbxzxilelx5zvsdhezh74fp6vwu,https://ipfs.io/ipfs/bafkreibfvywky24gtqz3gq3eycrcl33dbxzxilelx5zvsdhezh74fp6vwu,1,1,0,FN
26,5,8,0,0,0,0,0,0,0,0,0,0,0,0.0,https://jrs-pkups.pro/,https://jrs-pkups.pro/,1,1,0,FN
10111,1261,71,1,4,0,0,0,0,0,0,0,29,0,0.0,http://padisahgunceladres1.vip/,http://padisahgunceladres1.vip/,1,1,0,FN
243,43,36,1,3,1,0,0,0,0,0,0,1,0,0.0,http://binance-red-packet.vercel.app/,https://binance-red-packet.vercel.app/,1,1,0,FN
2868,411,7,1,4,5,1,1,0,0,1,1,16,0,0.0,http://netflix-clone-nine-sand.vercel.app/,https://netflix-clone-nine-sand.vercel.app/,1,1,0,FN
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,http://j286r.xyz/,http://j286r.xyz/,1,1,0,FN
429,68,13,0,6,2,1,3,0,0,1,0,5,3,0.6,https://site-t60cq3528.godaddysites.com/,https://site-t60cq3528.godaddysites.com/,1,1,0,FN
45,6,22,0,1,0,0,0,0,0,0,0,1,0,0.0,https://scotiaconnectlogin.gr.com/,https://scotiaconnectlogin.gr.com/,1,1,0,FN
0,0,91,0,3,0,0,0,1,0,0,0,0,0,0.0,https://static-promote.weebly.com/share/758aee76-9a53-42f4-8332-9b56f1c2b873/,https://static-promote.weebly.com/share/758aee76-9a53-42f4-8332-9b56f1c2b873/,1,1,0,FN
3157,455,55,2,20,17,3,11,0,0,1,1,31,4,0.1290322580645161,http://www.gratisbrasil.com.br/,https://www.gratisbrasil.com.br/,1,1,0,FN
28,2,28,0,1,0,0,0,0,0,0,0,0,0,0.0,https://clapboxingtwo-btgnh2cpgwbde3hk.z03.azurefd.net/,https://clapboxingtwo-btgnh2cpgwbde3hk.z03.azurefd.net/,1,1,0,FN
0,0,13,0,5,0,0,0,0,0,0,0,0,0,0.0,https://facebook-clone-snowy.vercel.app/login,https://facebook-clone-snowy.vercel.app/login,1,1,0,FN
38,8,8,0,1,3,0,0,0,0,0,0,2,0,0.0,https://shrutitomar02.github.io/Amazon-Project/checkout.html,https://shrutitomar02.github.io/Amazon-Project/checkout.html,1,1,0,FN
35,7,6,0,1,4,0,1,0,0,0,0,3,0,0.0,https://shrutitomar02.github.io/Amazon-Project/orders.html,https://shrutitomar02.github.io/Amazon-Project/orders.html,1,1,0,FN
0,0,11,0,42,1,0,0,1,0,0,0,0,0,0.0,https://web2.pancake.run/farms,https://web2.pancake.run/farms,1,1,0,FN
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,http://mail.increase.fb-business.com/,http://mail.increase.fb-business.com/,1,1,0,FN
1193,197,6,1,0,0,0,1,0,0,0,0,9,1,0.1111111111111111,https://nagalakshmigubba.github.io/Amazon-Clone,https://nagalakshmigubba.github.io/Amazon-Clone/,1,1,0,FN
1588,261,36,4,3,6,3,15,0,1,1,0,5,5,1.0,http://kassykas.github.io/b1znet,https://kassykas.github.io/b1znet/,1,1,0,FN
561,82,19,2,19,17,1,6,0,1,1,0,36,27,0.75,https://secure.dhlguestmanagement.com/events2/Login.cfm?ref=/events2/index.cfm?auuid=2A03EE2D-9B78-8C32-BC45201A62BC3FB1credapp.cfm&statusCodeID=10/,https://secure.dhlguestmanagement.com/events2/login.cfm?ref=/events2/index.cfm?auuid=2A03EE2D-9B78-8C32-BC45201A62BC3FB1credapp.cfm&statusCodeID=10/,1,1,0,FN
1258,170,15,0,2,0,0,0,0,0,0,0,18,0,0.0,https://auth356usngwd0c85bdrvsharepoint.capitolelectrics.com/,https://auth356usngwd0c85bdrvsharepoint.capitolelectrics.com/,1,1,0,FN
1750,286,21,2,1,15,0,0,0,0,0,0,14,0,0.0,https://easy-bank-landing-page-weblytic.vercel.app/,https://easy-bank-landing-page-weblytic.vercel.app/,1,1,0,FN
159,26,7,3,4,3,0,6,1,1,0,0,0,0,0.0,https://ipfs.io/ipfs/bafkreiee34n5g4w7w26w7vk6irf2eyler4xfqpuuda5zjl7o3xqkwbnxom/,https://ipfs.io/ipfs/bafkreiee34n5g4w7w26w7vk6irf2eyler4xfqpuuda5zjl7o3xqkwbnxom/,1,1,0,FN
2966,443,72,0,31,23,1,1,0,0,1,0,54,51,0.9444444444444444,http://192.155.93.247:3101/,http://192.155.93.247:3101/,1,1,0,FN
395,57,30,0,0,1,0,0,0,0,0,0,1,1,1.0,https://first-security-verden.de/,https://first-security-verden.de/,1,1,0,FN
424,80,20,1,1,2,0,0,0,0,0,0,0,0,0.0,https://www.bratusferramentas.grupomoltz.com.br/,https://www.bratusferramentas.grupomoltz.com.br/,1,1,0,FN
1109,156,39,0,9,14,1,9,0,0,0,0,57,2,0.0350877192982456,https://ramirex.ro/HtwvlcDSFcrAhhcHdD97.bin,https://ramirex.ro/HtwvlcDSFcrAhhcHdD97.bin,1,1,0,FN
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,https://adclick.g.doubleclick.net//pcs/click?adurl=//bamautzky.de/red.php,https://bamautzky.de/red.php,1,1,0,FN
0,0,44,0,1,0,0,0,0,0,0,0,0,0,0.0,https://adclick.g.doubleclick.net/pcs/click?adurl=//kavyasourcing.com/,https://www.kavyasourcing.com/,1,1,0,FN
2953,405,24,0,22,30,1,12,1,0,1,1,45,5,0.1111111111111111,https://adclick.g.doubleclick.net/pcs/click?adurl=//www.deltabehavioralhealth.org/,https://www.deltabehavioralhealth.org/,1,1,0,FN
4347,681,20,0,21,2,2,2,2,0,1,0,117,14,0.1196581196581196,https://adclick.g.doubleclick.net/pcs/click?adurl=//churchinmanila.org/,https://churchinmanila.org/,1,1,0,FN
46,6,19,0,0,1,1,3,0,1,1,0,0,0,0.0,https://admin.byte.in.ua/agenzia/,https://admin.byte.in.ua/admin/,1,1,0,FN
0,0,14,0,1,0,0,0,0,0,0,0,0,0,0.0,https://km.tradeforexcopier.com/admirable.php,https://km.tradeforexcopier.com/admirable.php,1,1,0,FN
0,0,14,0,1,0,0,0,0,0,0,0,0,0,0.0,https://bridgeroad.maverickpreviews.com/zoologies.php,https://bridgeroad.maverickpreviews.com/zoologies.php,1,1,0,FN
0,0,14,0,1,0,0,0,0,0,0,0,0,0,0.0,https://chat-server.maverickpreviews.com/teachable.php,https://chat-server.maverickpreviews.com/teachable.php,1,1,0,FN
0,0,14,0,1,0,0,0,0,0,0,0,0,0,0.0,https://chat-server.maverickpreviews.com/newborn.php,https://chat-server.maverickpreviews.com/newborn.php,1,1,0,FN
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,http://vgd.vg/Document/En/Need-to-send-the-attachment,http://vgd.vg/Document/En/Need-to-send-the-attachment,1,1,0,FN
0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0,https://jiuyouyulevip.com/JWIynfdy?KKgw5a,https://jiuyouyulevip.com/JWIynfdy/,1,1,0,FN
115,23,41,0,59,1,0,0,0,0,0,0,6,2,0.3333333333333333,https://trezostarted.wixstudio.com/start,https://trezostarted.wixstudio.com/start,1,1,0,FN
310,55,9,0,18,0,1,44,0,0,1,0,3,1,0.3333333333333333,https://sianeharmodsteamwordace4.myclickfunnels.com/servicidb?preview=true,https://sianeharmodsteamwordace4.myclickfunnels.com/servicidb?preview=true,1,1,0,FN
0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.0,https://fundsf.com/JWIynfdy?DBkKdk,https://fundsf.com/JWIynfdy/,1,1,0,FN
23,3,11,0,0,0,0,0,0,0,0,0,0,0,0.0,https://lokrcxvd.com/,https://lokrcxvd.com/,1,1,0,FN
18,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,https://biometrie-nouvelle-carte.com/,https://biometrie-nouvelle-carte.com/,1,1,0,FN
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,https://www.kapoorautomobile.in/,https://www.kapoorautomobile.in/,1,1,0,FN
134,20,14,0,24,2,1,8,0,0,1,0,3,0,0.0,https://himbeeren.weebly.com/,https://himbeeren.weebly.com/,1,1,0,FN
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,https://tfvk3cqxglm.iceiy.com/?i=2,https://tfvk3cqxglm.iceiy.com/?i=2,1,1,0,FN
796,111,27,2,7,5,2,3,0,1,1,1,20,0,0.0,https://ifgeuyfgiuzgduzgffgzdgzizudgzuf.cfolks.pl/grg/fg/auth/log.php,https://ifgeuyfgiuzgduzgffgzdgzizudgzuf.cfolks.pl/grg/fg/auth/log.php,1,1,0,FN
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,https://myionosappsuite.ew.r.appspot.com/random,https://gblolibrary.com/wp-aruba/#random,1,1,0,FN
0,0,24,0,4,0,0,0,0,0,0,0,0,0,0.0,https://jrs-pkups.pro/74946779,https://jrs-pkups.pro/74946779,1,1,0,FN
265,43,25,2,4,3,1,6,0,1,1,0,5,0,0.0,http://amazingholidaycoupons.com/2513501.doc/18a80a/fad0f483-81b2-45c6-ad47-7272058d9cb6,http://amazingholidaycoupons.com/2513501.doc/18a80a/fad0f483-81b2-45c6-ad47-7272058d9cb6,1,1,0,FN
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,http://ewd000thc7.cc/signIn/jp-ja/shop/TP4fUx7y6,http://ewd000thc7.cc/signIn/jp-ja/shop/TP4fUx7y6/,1,1,0,FN
339,53,16,3,4,1,1,8,0,1,1,0,2,0,0.0,http://sweet1125.028426.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,http://sweet1125.028426.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,1,1,0,FN
115,16,26,1,5,1,0,0,1,0,0,0,1,0,0.0,https://pub-2850cd5d83b9406498615dc0f50afc0d.r2.dev/index.html,https://pub-2850cd5d83b9406498615dc0f50afc0d.r2.dev/index.html,1,1,0,FN
298,39,5,1,5,1,1,3,0,1,1,0,4,0,0.0,https://billblueprive.com/support/privatkunden/login.php,https://billblueprive.com/support/privatkunden/login.php,1,1,0,FN
1147,191,6,1,0,0,0,1,0,0,0,0,25,0,0.0,https://shanthan4444.github.io/Amazon-Clone/,https://shanthan4444.github.io/Amazon-Clone/,1,1,0,FN
1842,268,29,1,2,9,0,0,0,0,0,0,23,0,0.0,http://microsoft-clone-neon.vercel.app/,https://microsoft-clone-neon.vercel.app/,1,1,0,FN
490,76,21,0,1,20,0,1,0,0,0,0,0,0,0.0,http://tamires-ramos.github.io/imersao-alura-spotify/,https://tamires-ramos.github.io/imersao-alura-spotify/,1,1,0,FN
2940,473,7,1,4,6,0,2,0,0,0,0,18,0,0.0,http://netflix-clone-iota-five.vercel.app/,https://netflix-clone-iota-five.vercel.app/,1,1,0,FN
1037,156,38,1,6,3,0,0,0,0,0,0,5,0,0.0,https://roobiinhood-us-signin.godaddysites.com/,https://roobiinhood-us-signin.godaddysites.com/,1,1,0,FN
285,48,21,0,1,0,0,0,0,0,0,0,10,0,0.0,http://www.is.gd/rUwYBN/,https://www.is.gd/rUwYBN/,1,1,0,FN
1924,287,14,0,4,4,0,0,0,0,0,0,10,0,0.0,http://whatsappxx2026.binzaminrandow.site/,https://whatsappxx2026.binzaminrandow.site/,1,1,0,FN
313,39,13,0,7,2,1,2,0,1,1,1,0,0,0.0,https://smtp.romtelecom.net/?horde=ms5vufpvj5q02q1n45rot11mp7&,https://smtp.romtelecom.net/?horde=ms5vufpvj5q02q1n45rot11mp7&,1,1,0,FN
695,118,13,0,140,10,0,1,1,0,0,0,19,10,0.5263157894736842,https://www.roblox.com.ni/users/4042724765/profile,https://www.roblox.com.ni/users/4042724765/profile,1,1,0,FN
2195,413,7,1,0,59,0,1,0,0,0,0,3,3,1.0,http://lnamty.github.io/Spotify-Landing-Page,https://lnamty.github.io/Spotify-Landing-Page/,1,1,0,FN
20,2,11,0,0,0,0,0,0,0,0,0,0,0,0.0,http://209.250.2.244/,http://209.250.2.244/,1,1,0,FN
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,https://j-0-09g-9bh-h-ggf-1324992141.cos.ap-bangkok.myqcloud.com/35-0350gh9v-39yh5g.html,https://j-0-09g-9bh-h-ggf-1324992141.cos.ap-bangkok.myqcloud.com/35-0350gh9v-39yh5g.html,1,1,0,FN
386,74,9,0,0,0,0,0,0,0,0,0,1,1,1.0,http://104.168.7.52/120/vc/seethegoodthingswhicgivenyoubest.hta,http://104.168.7.52/120/vc/seethegoodthingswhicgivenyoubest.hta,1,1,0,FN
101,19,25,0,5,1,0,0,0,0,0,0,0,0,0.0,http://www.websitedesigningindia.biz/projects/visioncrystal/wp-content/plugins/user-private-files/shared/,http://www.websitedesigningindia.biz/projects/visioncrystal/wp-content/plugins/user-private-files/shared/,1,1,0,FN
7848,1293,63,0,10,5,1,23,0,0,1,1,9,0,0.0,https://adclick.g.doubleclick.net/pcs/click?adurl=https://cliffg.me,https://cliffg.me,1,1,0,FN
3531,495,70,2,17,2,1,9,3,0,1,1,12,3,0.25,https://adclick.g.doubleclick.net/pcs/click?adurl=//vaibhavtripathi.in,https://vaibhavtripathi.in,1,1,0,FN
5860,884,70,2,19,20,1,1,1,0,0,0,67,4,0.0597014925373134,https://adclick.g.doubleclick.net/pcs/click?adurl=https://synergyconsulting.us,https://synergyconsulting.us,1,1,0,FN
0,0,43,0,88,0,0,0,0,0,0,0,0,0,0.0,https://www.dropbox.com/s/dl/wpoxoxqe2in4fju/Doc7november00065.js,https://www.dropbox.com/scl/fi/w4147mpqmt14u7gv8h7qd/Doc7november00065.js?dl=1&rlkey=8oqfeu674c5s6s5rf6cyj2ul5,1,1,0,FN
0,0,14,0,1,0,0,0,0,0,0,0,0,0,0.0,https://km.tradeforexcopier.com/user/hank.php,https://km.tradeforexcopier.com/user/hank.php,1,1,0,FN
0,0,14,0,1,0,0,0,0,0,0,0,0,0,0.0,https://km.tradeforexcopier.com/forswear.php,https://km.tradeforexcopier.com/forswear.php,1,1,0,FN
0,0,14,0,1,0,0,0,0,0,0,0,0,0,0.0,https://chat-server.maverickpreviews.com/aggressive.php,https://chat-server.maverickpreviews.com/aggressive.php,1,1,0,FN
0,0,14,0,1,0,0,0,0,0,0,0,0,0,0.0,https://chat-server.maverickpreviews.com/unanswerable.php,https://chat-server.maverickpreviews.com/unanswerable.php,1,1,0,FN
53,6,0,0,4,1,0,1,0,0,0,0,0,0,0.0,http://xuezha.net/wp-admin/hKhcHyZdyNZPEBzCre0Lq3L2ddjizWK4f7/,http://xuezha.net/wp-admin/hKhcHyZdyNZPEBzCre0Lq3L2ddjizWK4f7/,1,1,0,FN
0,0,20,0,0,1,0,0,0,0,0,0,0,0,0.0,http://flyingmutts.com/secure.myacc.resourses.com/,http://flyingmutts.com/secure.myacc.resourses.com/,1,1,0,FN
